DevId•PowerCloudId•Version•Name-1•Name-2•Group-1•Group-2•Unit-1•Unit-2•ModbusAddress•DataLength•Coef•Signed•View•MinValue•MaxValue•DefaultValue•DataOperation•DataOperationValue•ReadOnly•Comment-1•Comment-2•Value•Mask-1•Mask-2•RelationPId•RelationValue•Relation•RelationComment-1•RelationComment-2•ReadAccessLevel•WriteAccessLevel•HeaderParamName•HeaderParamGroupName•HeaderParamComment•JSON•UserInfo
0•0•2004•Output Voltage Set•Çıkış Voltaj Ayarı•Set Point•Çalışma Noktası•V•V•0•1•-2•FALSE•Decimal•1200•1500•1380•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
1•1•2004•Output Voltage Effective•Çıkış Voltaj Efektif•Monitoring•Monitor•V•V•1•1•-2•FALSE•Decimal•0•1500•1380•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
2•2•2004•Output Current Set•Çıkış Akım Ayarı•Set Point•Çalışma Noktası•A•A•2•1•-2•FALSE•Decimal•0•600•500•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
3•3•2004•Output Current Effective•Çıkış Akım Efektif•Monitoring•Monitor•A•A•3•1•-2•FALSE•Decimal•0•600•500•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
4•4•2004•Boost Voltage Set•Boost Voltaj Ayarı•Set Point•Çalışma Noktası•V•V•4•1•-2•FALSE•Decimal•1200•1500•1450•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
5•5•2004•Equ Time•Equ Zamanı•Set Point•Çalışma Noktası•Min•Dk•5•1•0•FALSE•Decimal•0•32000•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
6•6•2004•Auto Boost Time•Oto Boost Zamanı•Set Point•Çalışma Noktası•Min•Dk•6•1•0•FALSE•Decimal•0•32000•10000•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
10•10•2004•Charge State•Şarj Durumu•Set Point•Çalışma Noktası•••10•1•0•FALSE•Decimal•0•10•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
10•10•2004••••••••••••••••••••0•BOOST•BOOST••••••••••••
10•10•2004••••••••••••••••••••1•EQUALIZATION•EQUALIZATION••••••••••••
10•10•2004••••••••••••••••••••2•FLOAT•FLOAT••••••••••••
11•11•2004•Auto Boost•Oto Boost•Set Point•Çalışma Noktası•••11•1•0•FALSE•Decimal•0•1•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
11•11•2004••••••••••••••••••••0•DISABLED•PASIF••••••••••••
11•11•2004••••••••••••••••••••1•ENABLED•AKTIF••••••••••••
12•12•2004•PSU Mode•PSU Mod•Set Point•Çalışma Noktası•••12•1•0•FALSE•Decimal•0•1•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
12•12•2004••••••••••••••••••••0•CHARGER•CHARGER••••••••••••
12•12•2004••••••••••••••••••••1•PSU•PSU••••••••••••
13•13•2004•Auto Battery Detection•Oto Batarya Tanıma•Set Point•Çalışma Noktası•••13•1•0•FALSE•Decimal•0•1•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
13•13•2004••••••••••••••••••••0•DISABLED•PASIF••••••••••••
13•13•2004••••••••••••••••••••1•ENABLED•AKTIF••••••••••••
14•14•2004•Parallel Working•Paralel Çalışma•Configuration•Konfigürasyon•••14•1•0•FALSE•Decimal•0•1•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
14•14•2004••••••••••••••••••••0•DISABLED•PASIF••••••••••••
14•14•2004••••••••••••••••••••1•ENABLED•AKTIF••••••••••••
15•15•2004•Parallel Coefficient•Paralel Katsayısı•Configuration•Konfigürasyon•V/A•V/A•15•1•-2•FALSE•Decimal•0•100•3•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
16•16•2004•PT100 Activated•PT100 Girişi•Configuration•Konfigürasyon•••16•1•0•FALSE•Decimal•0•1•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
16•16•2004••••••••••••••••••••0•DISABLED•PASIF••••••••••••
16•16•2004••••••••••••••••••••1•ENABLED•AKTIF••••••••••••
17•17•2004•PT100 DVDT•PT100 DVDT•Configuration•Konfigürasyon•mV/°C•mV/°C•17•1•1•FALSE•Decimal•0•1000•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
18•18•2004•PT100 Derate Temp•PT100 Derate Temp•Configuration•Konfigürasyon•°C •°C •18•1•-1•FALSE•Decimal•0•10000•1000•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
19•19•2004•PT100 Max Temp•PT100 Max Temp•Configuration•Konfigürasyon•°C •°C •19•1•-1•FALSE•Decimal•65•200•100•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
20•20•2004•Max Ambient Temp•Maks Ortam Sıcaklığı•Monitoring•Monitor•°C•°C•20•1•0•FALSE•Decimal•0•128•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
21•21•2004•Output Voltage•Çıkış Voltajı•Monitoring•Monitor•V•V•21•1•-2•FALSE•Decimal•0•3200•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
22•22•2004•Output Current •Çıkış Akımı•Monitoring•Monitor•A•A•22•1•-2•FALSE•Decimal•0•1200•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
23•23•2004•PT100 Resistance•PT100 Direnç•Monitoring•Monitor•R•R•23•1•-2•FALSE•Decimal•0•10000•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
24•24•2004•PT100 Temp•PT100 Sıcaklık•Monitoring•Monitor•°C•°C•24•1•-1•TRUE•Decimal•0•12800•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
25•25•2004•Onboard NTC Temp•Kart NTC Sıcaklığı•Monitoring•Monitor•°C•°C•25•1•0•FALSE•Decimal•0•1280•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
26•26•2004•Internal NTC Temp•MCU NTC Sıcaklığı•Monitoring•Monitor•°C•°C•26•1•0•FALSE•Decimal•0•128•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
27•27•2004•Battery Voltage (Reverse)•Batarya Voltajı (Ters)•Monitoring•Monitor•V•V•27•1•-2•FALSE•Decimal•0•3200•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
28•28•2004•Is Boost Active•Boost Mod Aktif•Monitoring•Monitor•••28•1•0•FALSE•Decimal•0•1•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
28•28•2004••••••••••••••••••••0•DISABLED•PASIF••••••••••••
28•28•2004••••••••••••••••••••1•ENABLED•AKTIF••••••••••••
29•29•2004•Model•Model•Monitoring•Monitor•••29•1•0•FALSE•Decimal•0•65535•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
31•31•2004•Error Flags•Hatalar•Monitoring•Monitor•••31•1•0•FALSE•Decimal•0•65535•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
32•32•2004•Warning Flags•Uyarılar•Monitoring•Monitor•••32•1•0•FALSE•Decimal•0•65535•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
41•41•2004•Return To Factory Parameters•Parametreleri Sıfırla•Configuration•Konfigürasyon•••41•1•0•FALSE•Decimal•0•1•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
41•41•2004••••••••••••••••••••0•DISABLED•PASIF••••••••••••
41•41•2004••••••••••••••••••••1•ENABLED•AKTIF••••••••••••
