DevId•PowerCloudId•Version•Name-1•Name-2•Group-1•Group-2•Unit-1•Unit-2•ModbusAddress•DataLength•Coef•Signed•View•MinValue•MaxValue•DefaultValue•DataOperation•DataOperationValue•ReadOnly•Comment-1•Comment-2•Value•Mask-1•Mask-2•RelationPId•RelationValue•Relation•RelationComment-1•RelationComment-2•ReadAccessLevel•WriteAccessLevel•HeaderParamName•HeaderParamGroupName•HeaderParamComment•JSON•UserInfo
0•0•2004•Output Voltage Set•Çıkış Voltaj Ayarı•Set Point•Çalışma Noktası•V•V•0•1•-2•FALSE•Decimal•1200•1500•1380•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
1•1•2004•Output Voltage Effective•Çıkış Voltaj Efektif•Monitoring•Monitor•V•V•1•1•-2•FALSE•Decimal•0•1500•1380•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
2•2•2004•Output Current Set•Çıkış Akım Ayarı•Set Point•Çalışma Noktası•A•A•2•1•-2•FALSE•Decimal•0•600•500•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
3•3•2004•Output Current Effective•Çıkış Akım Efektif•Monitoring•Monitor•A•A•3•1•-2•FALSE•Decimal•0•600•500•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
4•4•2004•Boost Voltage Set•Boost Voltaj Ayarı•Set Point•Çalışma Noktası•V•V•4•1•-2•FALSE•Decimal•1200•1500•1450•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
5•5•2004•Equ Time•Equ Zamanı•Set Point•Çalışma Noktası•Min•Dk•5•1•0•FALSE•Decimal•0•32000•0•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
6•6•2004•Auto Boost Time•Oto Boost Zamanı•Set Point•Çalışma Noktası•Min•Dk•6•1•0•FALSE•Decimal•0•32000•10000•••FALSE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
10•10•2004•Charge State•Şarj Durumu•Set Point•Çalışma Noktası•••10•1•0•FALSE•Decimal•0•10•0•••TRUE•-•-•••••••••5•5•OUTPUT_VOLTAGE•Set Point•-•1•1
10•10•2004••••••••••••••••••••0•BOOST•BOOST••••••••••••
